,_id,phoneNumber,storeName,ownerName,storeNumber,gstNumber
1724,AL-R202404-981,9133058886,BHARATH MEDICINES,AMIR,9133058886,36AAZFB8515E1Z3
1725,AL-R202404-982,7013763150,KHALEEL MEDICAL & GENERAL STORE,mohd shiraz ahmed ,7013763150,
1726,AL-R202404-983,8096369604,M. A. MEDICAL AND GENERAL STORED,S BADESAB ,8096369604,
1727,AL-R202404-984,9885235568,G S PHARMACY ,VVN Kalyani ,9885235568,applied
1728,AL-R202404-985,9441335681,SRI RAGHAVENDRA MEDICAL AND GERNAL STORE,D.Raghavendra prasad ,9441335681,36CRAPP4892C1ZO
1729,AL-R202404-986,7075521924,WALMART PHARMACY ,Muhammad ,7075521924,
1730,AL-R202404-987,9848776644,SRI BALAJI MEDICAL&GENERAL STORE,T. NARESH,9848776644,123fr134
1731,AL-R202404-988,9398809897,HUSSAIN MEDICAL AND GENERAL STORE,syed Ahmed ali ,9398809897,
1732,AL-R202404-989,9652214114,PILLS PHARMACY ,enjam uday,9652214114,36ABEFP4345G1Z8
1733,AL-R202404-990,9866487088,LAKSHMI MEDICAL & FANCY STORES,P.Praveen,9866487088,1234567890
1734,AL-R202404-991,8801088437,AZHAR PHARMACY,mohd azhar,8801088437,
1735,AL-R202404-992,8341019192,SAI SANJIVANI PHARMACY ,subramanyam,8341019192,36CHAPP287M1ZH
1736,AL-R202404-993,9700903687,NEW LIFE MEDICAL AND GENERAL STORE ,mohd ghouse,9700903687,
1737,AL-R202404-994,9885225339,RELIEF PHARMACY ,sinu ,9885225339,103397A1
1738,AL-R202404-995,9030265280,A4 PHARMACY AND GENERAL STORE ,hafeez kamal,9030265280,
1739,AL-R202404-996,8801249800,LUCKY MEDICAL AND GENERAL STORE ,mohd saleem,7013888842,
1740,AL-R202404-997,8074609274,SA MEDICAL AND GENERAL STORE,Mohd zabi,8074609274,
1741,AL-R202404-998,8801249800,LUCKY MEDICAL AND GENERAL STORE ,mohd Saleem,8801249800,
1742,AL-R202404-999,9063775652,IMRAN MEDICAL AND GENERAL STORE,Imran,9063775652,
1743,AL-R202404-000,8328271389, Al saifi Medical & General store,Mohammad Farooq ,8328271389,
1744,AL-R202404-001,9491128100,BNK MEDICAL AND GENERAL STORE ,Mohammed umair ,9491128100,
1745,AL-R202404-002,9989420472,VIGNESHWARA MEDICAL & GENERAL SRORES,GANGADHAR,9989420472,
1746,AL-R202404-003,9030574398,KAMAKSHI MEDICAL AND GENERAL STORES,NAGAMALLA SRINIVAS ,9030574398,
1747,AL-R202404-004,8125408532,"Aj pharmacy
",tanveer sultana,8125408532,
1748,AL-R202404-005,9550617602,sree ganesh medical and general store,m chandrashekar,9550617602,
1749,AL-R202404-006,9700104880,sri manjunatha medical,Rajender ,9700104880,36ACAPF5138Q3ZB
1750,AL-R202404-007,6281446120,al madina medical and general store,farooq,6281446120,
1751,AL-R202404-008,8885181391,Jai narsimha medical and general store ,naveen reddy,8885181391,
1752,AL-R202404-009,8555044151,health care medical and general store ,Mohammed Nadeem ,8555044151,
1753,AL-R202404-010,9705946441,SREE MEDLIFE PHARMACY ,N Praveen ,9705946441,
1754,AL-R202404-011,8142481414,OM MEDICAL AND GENERAL STORE'S ,Kumar ,8142481414,36AADFO4855A1ZH
1755,AL-R202404-012,8297023344,sri Sai medical and general store ,annayagari anusha,8297023344,
1756,AL-R202404-013,9989671971,sri om medical and general store ,samith kumar,9989671971,
1757,AL-R202404-014,7702171274,health care medical and general store ,Mohammed arif,7702171274,
1758,AL-R202404-015,8121515898,AA SURYA S MEDZONE MEDICAL AND GENERAL STORES,RAVI KUMAR ,8121515898,
1759,AL-R202404-016,8522007711,LIFEPLUS MEDICAL AND GENERAL STORES ,SATHISH KUMAR,8522007711,
1760,AL-R202404-017,9949959879,yogeshwara medical hall,p. suresh,9949959879,123ffs123
1761,AL-R202404-018,8919962695,RK medical ,mohammad sajith,8919962695,TS000855
1762,AL-R202404-019,8919253979,GARUDA MEDICAL &general store,babburi sampath kumar,8919253979,133fggg
1763,AL-R202404-020,9618084980,sri sai venkateswara pharmacy&general store,babburi sampath kumar,9618084980,133ghh144
1764,AL-R202404-021,9392994790,MM Medical ,mohammad abdul Majeed ,9392994790,TG160520156400641
1765,AL-R202404-022,9652396767,swathi medical& general stores,pabbathi swathi,9652396767,134tyty23
1766,AL-R202404-023,9052406876,Generic Mart wholesale and Retail ,bairi radha Krishna ,9052406876,TSHyd2024
1767,AL-R202404-024,9848045416,SRI PRASANNA ANJANEYA MEDICAL AND GENERAL STORE,Subbaih,9848045416,
1768,AL-R202404-025,9248010005,MAHESH MEDICAL AND GENERAL STORE ,Mahesh ,9248010005,
1769,AL-R202404-026,7799883799,SRI SAI DATTA MEDICAL AND GENERAL STORE ,Nagesh ,7799883799,
1770,AL-R202404-027,9290460642,SRI ANNAPURNA MEDICAL AND GENERAL STORE ,SRINIVAS,9290460642,
1771,AL-R202404-028,7028730221,mahalaxmi medical &general store,rajaram chodari,7028730221,134hutt123
1772,AL-R202404-029,8686717317,indian Pharmacy ,Nadeem,8686717317,TSHYD2020
1773,AL-R202404-030,9381028940,veda pharmacy ,Dr kondareddy Anitha ,9381028940,
1774,AL-R202404-031,8686265227,OMAN MEDICAL AND GENERAL STORE 2,sai Kumar ,8686265227,123456789
1775,AL-R202404-032,8639626825,ABR PHARMACY,vaddepally raghu ramulu,8639626825,36APEPV8086Q1ZP
1776,AL-R202404-033,7093939263,PVK medical ,vidya sagar,7093939263,36KGPS8608M1ZH
1777,AL-R202404-034,8801111946,MEGA PHARMACY ,SHANKAR ,8801119466,
1778,AL-R202404-035,8985106500,manrova pharmacy,Durgam Kiran kumar,8985106500,
1779,AL-R202404-036,9440211073,DHAMINI MEDICAL ,VENKATESH ,9440211073,
1780,AL-R202404-037,9951030603,Vijaya Durga Medical & General Stores,M.Naresh,9951030603,1234567890
1781,AL-R202404-038,9346943181,mamtha medical and general store ,pinjari mallikarjun ,9346943181,
1782,AL-R202404-039,9966515714,gm pharmacy,N. gowthami,9966515714,
1783,AL-R202404-040,7013815854,sohel medical and general store ,fakheer mohammed ,7013815854,
1784,AL-R202404-041,9985222798,Sri Venkata subramwswara medical and general store ,prasad,9985222798,
1785,AL-R202404-042,6304861851,mailika pharmacy ,mailika keerthi Kumar yadav,6304861851,
1786,AL-R202404-043,8099049977,M.S. MEDICAL AND GENERAL STORE,Ashfaq ur rehman ,8099049977,
1787,AL-R202404-044,9010218161,pvr medical and general store ,barla vittaliah,9010218161,
1788,AL-R202404-045,9989783905,HELTH CARE MEDICAL,AHMED KHAN,9989783905,
1789,AL-R202404-046,9440209549,sai Sri medical AND GENERAL STORES ,RAJENDAR,9440209549,
1790,AL-R202404-047,9032721322,Wellness Pharmacy ,Sony Penumala ,9032721322,123456789
1791,AL-R202404-048,9290912796,MAMATHA MEDICAL ,Prem kumar,9290912796,
1792,AL-R202404-049,9849840017,HARITHA MEDICAL AND GENERAL STORE,KRISHNA,9849840017,
1793,AL-R202404-050,7780307003,VIJAYA LAKSHMI MEDICALS,B Seetha Ramanjaneyulu ,7780307003,applied
1794,AL-R202404-051,9959986993,MAHADEVA MEDICAL AND GENERAL STORE ,varadeep,9959986993,
1795,AL-R202404-052,9154455669,DHANU MEDICAL AND GENERAL STORES,K.SREENIVASULU,9154455669,
1796,AL-R202404-053,8464999606,NEW BISMILLAH MEDICAL AND GENERAL STORE ,RIYAZ BASHA,8464999606,
1797,AL-R202404-054,9705666293,Gayathri medical and general store,d. parmeshwar ,9705666293,
1798,AL-R202404-055,9032002123,vijaya pharmacy medical and general stores,kumar yadav,9032002123,GT65VI56YC6YGH
1799,AL-R202404-056,9493686584,Talha medical and general store ,mirza Karim baigh,9493686584,
1800,AL-R202404-057,8688571484,AL hayaat medicals,Mohd junied,8688571484,
1801,AL-R202404-058,9966243996,R.K. MEDICAL AND GENERAL STORE ,Ahmed mufassir Shah khan,9966243996,
1802,AL-R202404-059,9000002890,Qaswa medical and general store ,Abuzer ,9000002890,
1803,AL-R202404-060,9502913555,SRI LAKSHMI NARASIMHA MEDICAL AND GENERAL STORES,G Subramanyam,9502913555,applied
1804,AL-R202404-061,7386787634,Madina medical and general Store ,MOHAMMAD SAADAM,7386787634,
1805,AL-R202404-062,6300011901,A-1 medical and general stores ,Mohammed abbas,6300011901,
1806,AL-R202404-063,9032743656,Sri Balaji medical agencies ,pramod vyas,9032743656,36AUVP7394R1ZV
1807,AL-R202404-064,8374800862,M/S R.N.S PHARMACY,Shaik shanawaz,8374800862,22AAAAA0000A1Z5
1808,AL-R202404-065,9052122223,TRINETHRA PHARMACY ,B Mounika,9052122223,37BJXPB7799A1ZM
1809,AL-R202404-066,9542196997,Taj medical and general store ,yaseen ahmed,9542196997,
1810,AL-R202404-067,8897843207,shashank medical and general store ,shashank,8897843207,36AEAFS2658L1ZO
1811,AL-R202404-068,9000514380,sri ayyappa medical ,uday bhaskar ,9000514380,
1812,AL-R202404-069,6301982831,spoorthyoum medical and general store ,m chandrashekhar,6301982831,
1813,AL-R202404-070,9032999786,Deluxe medical,skaik fayaz,9032999786,
1814,AL-R202404-071,8985620147,al baqarah pharmacy and multiple store ,mohd sameer,8985620147,
1815,AL-R202404-072,9966023491,maithrimedical and general store,srucharan Ch ,9966023491,
1816,AL-R202404-073,9618749787,Shiva  sai pharmacy ,koteshwar ,9618749787,
1817,AL-R202404-074,8328247390,Sai Datta medical ,Ravi,8328247390,
1818,AL-R202404-075,9885056229,Shree Ram Medical and General Stores,K Annapurna ,9885056229,37BZCPK5953N2ZQ
1819,AL-R202404-076,9059737734,Durga medical and general store,anand,9059737734,
1820,AL-R202404-077,7075034907,Sanjeevani GENERIN MEDICAL STORES(RTC CROSS ROAD) ,NAVEEN ,7075034907,22AAAAA0000A1Z5
1821,AL-R202404-078,9866611798,sai tharun medical and general stores ,venkat reddy,9866611798,36fhjkfhkjj44
1822,AL-R202404-079,9542621727,SREE MEDLINE PHARMACY ,NAKKA VINAY ,9100709100,
1823,AL-R202404-080,7093317171,PHARMA HUB ,Asar hussain,7093317171,
1824,AL-R202404-081,8790002321,M.S.MEDICAL & GENERAL STORE ,Mahmood,8790002321,TS/HYD/2024-114189
1825,AL-R202404-082,9959121151,Sri Mallikarjun Generic medical shop,Gangadhar ,9959121151,Tshyd20217787
1826,AL-R202404-083,8247546635,Surya medical ,mallikarjun ,8247546635,36AEWFS2686E1ZD
1827,AL-R202404-084,9885500550,SRI DURGA MEDICAL STORE,NARESH,9885500550,36AVLPP4554A2ZJ
1828,AL-R202404-085,9912127581,SANDEEP MEDICAL AND GENERAL STORE ,ANJANEYULU ,9912127581,
1829,AL-R202404-086,9010784192,grand imam medical and general store ,shaik Abdul jaber,9010784192,
1830,AL-R202404-087,7330698861,new Deccan medical and general store ,Mohammed mustafa,7330698861,
1831,AL-R202404-088,8919933673,SAI SAMPATH MEDICAL STORE ,SAMPATH KUMAR,8919933673,
1832,AL-R202404-089,9700321500,M A MEDICAL AND GENERAL STORE ,mohd ahmed,9700321500,
1833,AL-R202404-090,9441689824,SRI BALAJI MEDICALS AND SURGICALS,R.Samara simha reddy,9346007777,37BBVPR4324K1ZX
1834,AL-R202404-091,9704114407,HARMAIN MEDICAL &GENERAL STORE,MOHAMMED ATHER,8555879436,
1835,AL-R202404-092,7981898043,AL SAFA medical  general STORE ,farooq ansari,7981898043,
1836,AL-R202404-093,9640918822,lifestar pharmacy ,mohd mosin ,9640918822,
1837,AL-R202404-094,8686586106,TAHA MEDICAL & GENERAL STORE ,MOHD FARAAZ UDDIN,8686586106,
1838,AL-R202404-095,9700138399,OMER MEDICAL ,ABDALLAH ,9700138399,
1839,AL-R202404-096,8143117584,MARWA MEDICAL HALL,Abdallah Hassan ,8143117584,
1840,AL-R202404-097,9700372826,mustafa Medical chemmist and druggist ,mirza muzammil baig,9700372826,
1841,AL-R202404-098,9030304207,SHANMUKHA MEDICAL AND GENERAL STORE ,SHIVA KUMAR,9030304207,
1842,AL-R202404-099,9491323439,veena medical and general store s,Rajashkar,9491323439,
1843,AL-R202404-100,9490528100,DATTA MEDICAL AND GENERAL STORE ,Chandana,9490528100,
1844,AL-R202404-101,9989256442,Sri Sai balaji medical ,Babji ,9989256442,1234567
1845,AL-R202404-102,9550567458,HELIA PHARMACY STORE ,dr deepthi ,9550567458,36FFHPF0391FZ8
1846,AL-R202404-103,7842176876,SHOPPING POINT MEDICAL AND GENERAL STORE ,moiz,7842176876,
1847,AL-R202404-104,70951033995,Adithya pharmacy and general Store ,S. Damodar ,7095103399,36ABAFAA8414B2ZY
1848,AL-R202404-105,9440158378,SIVA SAI MEDICAL AND GENERAL STORE ,RADHIKA,9440158378,
1849,AL-R202404-106,9948480488,R R MEDICAL AND GENERAL STORES,ravindet,9948480488,DY56T757G5577G6
1850,AL-R202404-107,9908853153,sri krishna A to Z Medical'S ,v ramakrishna reddy ,9908853153,
1851,AL-R202404-108,9398868708,suma medicals and general stores,M. Rakesh,9398868708,
1852,AL-R202404-109,9966784989,vijayalaxmi medicals and general stores ,vv govindarao,9966784989,
1853,AL-R202404-110,7660981464,SAMATHA MEDICAL AND GENERAL STORES,K MOHANA RAO,7660981464,
1854,AL-R202404-111,9705822411,younas medical & General store,younas,9705822411,
1855,AL-R202404-112,6304210408,al Rahman medical and general stores,Abdul aziz,6304210408,
1856,AL-R202404-113,9908503695,s s medical and general store ,Mohammed salman,9908503695,
1857,AL-R202404-114,9885169312,Ramana medical and genaral store s,srikanth,9885169312,
1858,AL-R202404-115,8330984287,HYAME HEALTHCARE LLP,Mohammed Ahtesham ull zama,8330984287,36AAPFH2414J1ZA
1859,AL-R202404-116,9848652418,MK medical & general Store ,Hafeez,9848652418,
1860,AL-R202404-117,9182725667,SS MEDICAL & GENERAL STORE ,MD FASI UDDIN ,9182725667,
1861,AL-R202404-118,9640989204,ADVITHA medical and general store,t.c vijayalakshmi ,9640989204,
1862,AL-R202404-119,7893396969,SRI MALLIKARJUNA MEDICAL&GENERAL STORES,chinnam baleshwar,7893396969,133dtttyse24
1863,AL-R202404-120,9000384092,Sharadha medical & general store,guggila jayasree,9000384092,144erw24
1864,AL-R202404-121,9866693072,A Q medical and Gernal store ,m.a qabeer,9866693072,Ts2503201559025903
1865,AL-R202404-122,9581342134,SKJ MEDICAL AND GENERAL STORE,Shaik Raheem,9398780524,
1866,AL-R202404-123,7386586106,Siddharth pharmacy ,seshiah,7386586106,
1867,AL-R202404-124,8885183930,ZM MEDICAL HALL AND GENERAL STORE ,Syed imran,8885183930,
1868,AL-R202404-125,7702080648,PANCHAMUKHI MEDICAL AND GENERAL STORES,SRIHARI ,7702080648,
1869,AL-R202404-126,7013911604,RB pharmacy,syed rehan,7013911604,36HFPPS2134C1ZB
1870,AL-R202404-127,9296309414,RAAHAT MEDICAL AGENCY ,Mohammed muqarrab,9296309414,
1871,AL-R202404-128,8639261268,ADVITHA medical and general store ,TC vijayalakshmi ,8639261268,
1872,AL-R202404-129,8367227059,nasr pharmacy,syed masood ali,8367227059,
1873,AL-R202404-130,9848240781,Sai venkat medical and fancy stores ,venkat ,9848240781,36BIAPR3394B1ZC
1874,AL-R202404-131,9866266689,BHARATH MEDICAL AND GENERAL STORES,SRINIVASA REDDY VOGGU ,9866266689,36AIWPV1416H1ZS
1875,AL-R202404-132,8330984287,HAYAME HEALTHCARE LLP ,MOHD SALMAN KHAN ,8639214681,36AAPFH2414JIZA
1876,AL-R202404-133,9705863377,NANI MEDICAL AND GENERAL STORES ,hanumanllu,9705863377,
1877,AL-R202404-134,8466897137,madhur medical and general stores,siva,8466897137,
1878,AL-R202404-135,9490576399,SATHEESH MEDICAL CENTER,M.SRIDHAR,9490576399,37AABHM5699E1ZV
1879,AL-R202404-136,9951077299,vasanthi medical&Genral stor,p. madhavrao,9951077299,
1880,AL-R202404-137,8686257928,AL JAIDI MEDICAL AND GENERAL STORES,al JAIDI ,8686257928,
1881,AL-R202404-138,7207863673,Rasheed medical and general Store ,irshad ahmed,7207863673,
1882,AL-R202404-139,6304942170,al hafeez medical and general store,mustafa ali khan,6304942170,
1883,AL-R202404-140,9393507312,SUNRISE MEDICAL HALL & GENERAL STORE ,MOHD NAJAM UDDIN,9393507312,
1884,AL-R202404-141,8639845200,F R S  MEDICAL GENERAL STORE ,MEHMOOD ,8639845200,
1885,AL-R202404-142,7972575057,SHIFA MEDICAL AND GENERAL STORES,Salman Patel,7972575057,
1886,AL-R202404-143,9121609366,mustafa Medical and general store ,mirza mazhar baig,9121609366,
1887,AL-R202404-144,9030264198,HEALTH PLUS PHARMACY ,Jahangir ,9030264198,
1888,AL-R202404-145,7288809444,KR MEDICAL&GENERAL STORE,kati ravichandra,7288809444,36DOXPK4622A1ZV
1889,AL-R202404-146,9390172048,SRINIVASA MEDICAL ,srinivas,9390172048,
1890,AL-R202404-147,9010519297,Siva Sai medical and general store,rasmi mohanan,9010519297,
1891,AL-R202404-148,9652684826,SREENIDHI MEDICAL AND GENERAL STORES ,SATYANARAYANA,9652684826,9652684826
1892,AL-R202404-149,8106154444,A.M Medical and General store ,Mohd Sultan ,8106154444,
1893,AL-R202404-150,8897578483,A.K medical and General store ,Anwar,8897578483,
1894,AL-R202404-151,9618033314,CHAVAN MEDICAL ,Abhishake,9618033314,
1895,AL-R202404-152,9010659009,BILAL MEDICAL AND GENERAL STORE ,Ilyas,9010659009,
1896,AL-R202404-153,7989336428,Musharraf medical and general store ,ahmed sharif,7989336428,
1897,AL-R202404-154,9948024648,jalpally medical and general stors,Mohammed Abdul zeeshan,9948024648,
1898,AL-R202404-155,8712786351,sa medical and general store ,ahmed Noor ul huda,8712786351,
1899,AL-R202404-156,8008210191,h m medical and general store ,Syed nasir ali,8008210191,
1900,AL-R202404-157,9951281617,ZAINAB MEDICAL & GENERAL STORE ,IMRAN,9951281617,
1901,AL-R202404-158,7981898937,health plus medical ,Azeem uddin farooqi,7981898937,
1902,AL-R202404-159,8106803463,health plus pharmacy ,azeem faqoori,8106803463,
1903,AL-R202404-160,9440971464,DEEPAK PHARMACY ,MURALI,9440971464,37ARBPB7513M1ZS
1904,AL-R202404-161,8885158178,sri shivam pharmacy ,shiva kumar,8885158178,FITVIF5657F57
1905,AL-R202404-162,9966531275,NAGALAXMI MEDICAL AND GENERALSTORES,prasad babu,9966531275,
1906,AL-R202404-163,8106530066,SRI BHAVANI MEDICAL ,Murali krishna,8106530066,
1907,AL-R202404-164,9247131737,SRIMAN Medical AND GENERAL STORE'S,R. SWAMY,9247131737,
1908,AL-R202404-165,9849735950,SHIFA MEDICAL & GENERAL STORE ,DR JAMAL UDDIN ,9849735950,
1909,AL-R202404-166,8106774878,HEALTH plus 24 pharmacy ,SARITHA,8106774878,
1910,AL-R202404-167,8686563555,padmini pharmaceutical distributors and surgicals,K.Manoj kumar,8686563555,36DSHPK8983E1Z7
1911,AL-R202404-168,9700550574,shifa medical and general store ,mirza irfan baig,9700550574,
1912,AL-R202404-169,9440428036,sairam medical & general Store ,satyannarayana,9440428036,
1913,AL-R202404-170,9347422222,VALUE HEALTH TECHNOLOGIES PVT LTD,Dileep chakravarthy Byra ,9347422222,36AADCV5415G1ZE
1914,AL-R202404-171,8801029045,ms pharmacy ,Mohammed khaja pasha,8801029045,
1915,AL-R202404-172,7095333282,VALUE PHARMA HOLISTIC REMIDIES PRIVATE LIMITED ,Dilip sir,7095333282,36AADCV2130Q1Z3
1916,AL-R202404-173,8309373725,Al faiz medical and general store ,Abdul basheer,8309373725,
1917,AL-R202404-174,9652820130,Vijay medicals ,sree ram Reddy ,9652820130,36AAFCV7048F1Z5
1918,AL-R202404-175,9996663337,Ira pharmacy ,mounika Reddy sripathi,9996663337,36CLAPK8917k1ZQ
1919,AL-R202404-176,9849760389,al noor medical and general store,mohd ather,9849760389,
1920,AL-R202404-177,9700135970,Al Basravi medical and general Store ,Abdullah ,9700135970,
1921,AL-R202404-178,9849378644,CALIBRE MEDICAL & GENERAL STORE ,TAQI,9849378644,
1922,AL-R202404-179,9963018360,Umama medical and general Store ,Md Abdul Mujeeb ,9963018360,
1923,AL-R202404-180,7096919434,Mukundaa medical and general stores,Banothu Sunitha,7096919434,36HLZPS3035N1ZZ
1924,AL-R202404-181,9494346418,SRI LAXMI BALAJI MEDICAL &GENERAL STORES,Praveen,9494346418,
1925,AL-R202404-182,8341185082,chitrapuri medicals & health care ,Aparna,8341185082,
1926,AL-R202404-183,8125890900,Venkateshwara medical & Gernal store,kumar,8125890900,TSRR2023103129
1927,AL-R202404-184,8639312380,Al Aqsa medical and general Store ,Azmath,8639312380,
1928,AL-R202404-185,9515396309,imam and Nawaz Pharmacy ,shaik ahmed,9515396309,36AAHF15077Q1ZM
1929,AL-R202404-186,8919707604,al Shafi medical and general Store ,Mohammed sami,8919707604,
1930,AL-R202404-187,9494580582,Capsule pharmacy ,Balakrishna ,9494580582,36CONPD5312P1ZL
1931,AL-R202404-188,9813183033,janata medical agency,shaukeen,9813183033,
1932,AL-R202404-189,8639013451,ahnaf medical and general store,Mohammed Afsar Ahmed,8639013451,
1933,AL-R202404-190,9908384510,tirupathi medical and general stores,shiv kumar,9908384510,
1934,AL-R202404-191,9246607169,sknsk medical hall,Mohammed ,9246607169,
1935,AL-R202404-192,9059332627,Santosh Medical and Genarl stores ,Bhaskar ,9059332627,
1936,AL-R202404-193,9666885100,sree Ganesh medical & general Store ,chandrashekar,9666885100,
1937,AL-R202404-194,8121464712,HEALTH PLUS MEDICAL & GENERAL STORE ,waseem,8121464712,
1938,AL-R202404-195,8688411304,hope medical and general store ,khaja moin uddin,8688411304,
1939,AL-R202404-196,9391314013,Rishik Medical shop ,nagesh,8985433171,
1940,AL-R202404-197,7093282865,mahalakshmi medicals,vinodh,7093282865,
1941,AL-R202404-198,9951970733,VEDHASRI MEDICAL ,Naresh ,9951970733,123456789
1942,AL-R202404-199,9676676220,8 meds pharmacy ,sumana reddy,9676676220,36AAICE0774C1ZU
1943,AL-R202404-200,9550070528,Siddhartha Medicals ,uppara Vishalakshi ,9550070528,
1944,AL-R202404-201,9966207025,Vijaya Lakshmi medical and general store ,ravi teja,9966207025,
1945,AL-R202404-202,9542400534,rapha medical and general store ,rathnam,9542400534,
1946,AL-R202404-203,9010459164,Sri Lakshmi medical and general , Rajesh,9010459164,2234567890
1947,AL-R202404-204,9948084680,sri sai ram medical and general store ,shekhar,9948084680,
1948,AL-R202404-205,9390145599,THANMAI MEDICAL AND GENERAL STORE,Thangellapally saritha ,9390145599,36DNYPP6723F1ZB
1949,AL-R202404-206,9963810027,Sri Lakshmi pharmacy ,srinivas reddy,9963810027,
1950,AL-R202404-207,9494464440,l n pharmacy ,s Lakshmi Narayan Reddy ,9494464440,
1951,AL-R202404-208,9000690051,grace medical and general store ,gannepaga pratap,9000690051,
1952,AL-R202404-209,9177661791,aparna pharmacy ,kamlakar,9177661791,
1953,AL-R202404-210,9553553061,S S medical and general Store ,Md Sami uddin ,9553553061,
1954,AL-R202404-211,9989557733,akshaya medical and general store ,kanthi reddy,9989557733,
1955,AL-R202404-212,7780492697,Imtiyaz medical hall,Naser,7780492697,
1956,AL-R202404-213,9705765421,SRI MADHULIKA PHARMACY ,shiva kumar,9705765421,
1957,AL-R202404-214,9550448184,CARE & CURE PHARMACY ,waseem,9550448184,
1958,AL-R202404-215,7989071239,new care pharmacy ,haji pasha,7989071239,
1959,AL-R202404-216,7075070704,new life medical ,zia uddin,7075070704,
1960,AL-R202404-217,9848047943,SRI RAMA MEDICALS ,P S Reddy,9848047943,37AJEPP9153E1ZO
1961,AL-R202404-218,9392983819,medicube pharmacy ,abrar quadri,9392983819,
1962,AL-R202404-219,9177217349,A TO Z MEDICAL AND GENERAL STORES,shakeel ahmed,9177217349,
1963,AL-R202404-220,9966659183,shams medical hall,mohd Ateeq,9966659183,
1964,AL-R202404-221,9160060068,care and cure medicals,PRABHAKAR ,9160060068,36AAPFC3729B1ZK
1965,AL-R202404-222,9052266997,NEW MATHA SRI MEDICAL STORE ,SANTHOSH,9052266997,36BPJPS6392L1ZZ
1966,AL-R202404-223,9700360867,KESARISUDHA MEDICAL AND GENERAL STORE ,Sayid,9700360867,
1967,AL-R202404-224,9885591169,SRINIVASA MEDICAL AND GENERAL STORES ,T N VENENDHAR REDDY ,9885591169,36AGJPT8402A2ZH
1968,AL-R202404-225,9550070528,SIDDHARTHA MEDICALS ,U Vishalakshi ,7032356982,
1969,AL-R202404-226,9603425221,aseema medical ,mudassir nasir jah ,9603425221,
1970,AL-R202404-227,9640564081,Sri Lakshmi medical & General Store ,Chidambaram ,9640564081,
1971,AL-R202404-228,9885180016,SIVA SANKAR MEDICAL AND GENERAL STORES,siva kumar,9885180016,
1972,AL-R202404-229,9533128570,NEW LIFE PHARMACY , MALYALA ANJAIAH,9533128570,
1973,AL-R202404-230,9989007314,sri parameshwari medical and general stores ,suryakaran agarwal ,9989007314,36AKOPA3312K2ZA
1974,AL-R202404-231,9985400608,HKGN MEDICAL AND GENERAL STORE ,Sayed Mohammad Rafi ,9985400608,
1975,AL-R202404-232,9700366556,lucky medical hall,Mohammed ghouse,9700366556,
1976,AL-R202404-233,7799235987,Km medical,Syed Muzammil pasha ,7799235987,
1977,AL-R202404-234,9849155080,Life care pharmacy ,B S KAMAL BASHA ,9849155080,
1978,AL-R202404-235,9542686897,MUMTAZ MEDICAL GENERAL STORE ,MD AZAM UDDIN ,9542686897,
1979,AL-R202404-236,9849894377,Ali medical and general Store ,Mukaram Ali Khan ,9849894377,
1980,AL-R202404-237,9347956476,JF medical ,Azeem,9347956476,
1981,AL-R202404-238,8978619022,saheb medical ,MD  wasee uddin,8978619022,
1982,AL-R202404-239,8897121661,shams medical and general store ,Sami uddin,8897121661,
1983,AL-R202404-240,9704052599,HIMAA SHRI MEDICAL AND GENERAL STORES ,PERALA RAJU,9704052599,
1984,AL-R202404-241,9110702029,Sai Balaji generic medical store,s. gopi kumar,9110702029,
1985,AL-R202404-242,7207070549,ARK PHARMACY ,CHINNA NAGARI VEENA ,7207070549,37APJPV3937RIZE
1986,AL-R202404-243,7075760038,ams pharmacy,roohi,7075760038,TS/HYD/2023-101951
1987,AL-R202404-244,9246632933,Amar Kanaka lakshmi medicals,K.Surya Rao,9246632933,37ADAPT9140K1Z5
1988,AL-R202404-245,9393039360,Nitya medical & general store ,Vara kumar ,9393039360,
1989,AL-R202404-246,9959231784,S.R MEDICAL & GENERAL STORE ,Rafi,9959231784,
1990,AL-R202404-247,9490053786,GM medical and general store ,Zameer Ahmed ,9490053786,
1991,AL-R202404-248,9550909537,Mahira medical & general Store ,Mohammed Muzaffar ,9550909537,
1992,AL-R202404-249,8919623074,NIGAAR MEDICAL STORE ,sarmas vali ,8919623074,
1993,AL-R202405-250,7675973328,Al Fathe medical and general Store ,Mohd Naseer ,7675973328,
1994,AL-R202405-251,9573664813,A H medical and general Store ,Mohd Amer,9573664813,
1995,AL-R202405-252,9398072206,Qamer medical hall,SHAIK ABDUL HADI bawazir,9398072206,
1996,AL-R202405-253,8074203228,arsh medical ,ismail,8074203228,
1997,AL-R202405-254,8106475531,zam zam medical and general Store ,mehraj,8106475531,
1998,AL-R202405-255,8618777854,al Madina Medical and general store ,shaik mubeen,8618777854,
1999,AL-R202405-256,8686905851,getwell pharmacy and general Store ,Syed shakeel,8686905851,
2000,AL-R202405-257,9866161626,Shine pharma ,rasheed Md,9866161626,
2001,AL-R202405-258,8142731013,Sri Balaji Medical ,Santhosh,8142731013,
2002,AL-R202405-259,9666642366,JAYANTHI MEDICAL STORES ,sai krishna,9666642366,
2003,AL-R202405-260,8000624624,KMS PHARMACY WHOLESALE AND RETAIL ,madhusdhan,8000624624,36AARFK8258K1ZH
2004,AL-R202405-261,9052209052,srikrishna medicals,praveen,9052209052,
